dsad,dasf
address,isWorking
,True
,True
,True
,True
,True
,True
,True
,True
,True
address,isWorking
,True
,True
,True
,True
,True
some
"[<Selector xpath=""descendant-or-self::*[@class and contains(concat(' ', normalize-space(@class), ' '), ' business-card-view ')]"" data='<div class=""business-card-view""><div cla'>]"
""
""
""
""
""
""
some
"[<Selector xpath=""descendant-or-self::*[@class and contains(concat(' ', normalize-space(@class), ' '), ' business-card-view ')]"" data='<div class=""business-card-view""><div cla'>]"
"[<Selector xpath=""descendant-or-self::*[@class and contains(concat(' ', normalize-space(@class), ' '), ' business-card-view ')]"" data='<div class=""business-card-view""><div cla'>]"
""
""
""
""
some
""
"[<Selector xpath=""descendant-or-self::*[@class and contains(concat(' ', normalize-space(@class), ' '), ' business-card-view ')]"" data='<div class=""business-card-view""><div cla'>]"
""
""
some
